ident,name,coordinates,elevation_ft,iso_country,municipality,iata_code
KDDC,Dodge City Regional Airport,"-99.9655990600586, 37.76340103149414",2594,US,Dodge City,DDC
KDEC,Decatur Airport,"-88.8656997680664, 39.834598541259766",682,US,Decatur,DEC
KDEN,Denver International Airport,"-104.672996521, 39.861698150635",5431,US,Denver,DEN
KDET,Coleman A. Young Municipal Airport,"-83.00990295, 42.40919876",626,US,Detroit,DET
KDFW,Dallas Fort Worth International Airport,"-97.03800201416016, 32.89680099487305",607,US,Dallas-Fort Worth,DFW
KDHN,Dothan Regional Airport,"-85.44960021972656, 31.321300506591797",401,US,Dothan,DHN
KDHT,Dalhart Municipal Airport,"-102.54699707, 36.0225982666",3991,US,Dalhart,DHT
KDIK,Dickinson Theodore Roosevelt Regional Airport,"-102.802001953, 46.7974014282",2592,US,Dickinson,DIK
KDLF,Laughlin Air Force Base,"-100.777999878, 29.359500885",1082,US,Del Rio,DLF
KDLH,Duluth International Airport,"-92.19360351559999, 46.8420982361",1428,US,Duluth,DLH
KDLS,Columbia Gorge Regional the Dalles Municipal Airport,"-121.166999817, 45.6184997559",247,US,The Dalles,DLS
KDMA,Davis Monthan Air Force Base,"-110.883003235, 32.1665000916",2704,US,Tucson,DMA
KDMN,Deming Municipal Airport,"-107.721000671, 32.262298584",4314,US,Deming,DMN
KDNL,Daniel Field,"-82.0393981934, 33.4664993286",423,US,Augusta,DNL
KDOV,Dover Air Force Base,"-75.46600342, 39.12950134",24,US,Dover,DOV
KDPA,Dupage Airport,"-88.24859619, 41.90779877",759,US,Chicago/West Chicago,DPA
KDRA,Desert Rock Airport,"-116.032997, 36.6194",3314,US,Mercury,DRA
KDRI,Beauregard Regional Airport,"-93.33989715579999, 30.8316993713",202,US,De Ridder,DRI
KDRT,Del Rio International Airport,"-100.927001953, 29.3742008209",1002,US,Del Rio,DRT
KDSM,Des Moines International Airport,"-93.66310119628906, 41.534000396728516",958,US,Des Moines,DSM
KDTW,Detroit Metropolitan Wayne County Airport,"-83.35340118408203, 42.212398529052734",645,US,Detroit,DTW
KDUG,Bisbee Douglas International Airport,"-109.603996277, 31.4689998627",4154,US,Douglas Bisbee,DUG
KDUJ,DuBois Regional Airport,"-78.8986969, 41.17829895",1817,US,Dubois,DUJ
KDYS,Dyess Air Force Base,"-99.854598999, 32.4207992554",1789,US,Abilene,DYS
KE-0075,Laikipia Air Base,"37.02690124511719, 0.032933201640844345",,KE,Nanyuki,
KEAT,Pangborn Memorial Airport,"-120.207000732, 47.3988990784",1249,US,Wenatchee,EAT
KEAU,Chippewa Valley Regional Airport,"-91.48429870605469, 44.86579895019531",913,US,Eau Claire,EAU
KECG,Elizabeth City Regional Airport & Coast Guard Air Station,"-76.17459869, 36.26060104",12,US,Elizabeth City,ECG
KECP,Northwest Florida Beaches International Airport,"-85.795414, 30.357106",69,US,Panama City Beach,ECP
KEDW,Edwards Air Force Base,"-117.884003, 34.905399",2312,US,Edwards,EDW
KEED,Needles Airport,"-114.623001099, 34.7663002014",983,US,Needles,EED
KEEN,Dillant Hopkins Airport,"-72.27079772949219, 42.898399353027344",488,US,Keene,EEN
KEET,Shelby County Airport,"-86.78279877, 33.17699814",586,US,Alabaster,
KEFD,Ellington Airport,"-95.1587982178, 29.607299804700002",32,US,Houston,EFD
KEGE,Eagle County Regional Airport,"-106.9179993, 39.64260101",6548,US,Eagle,EGE
KEGI,Duke Field,"-86.52290344, 30.65040016",191,US,Crestview,EGI
KEKA,Murray Field,"-124.112998962, 40.803398132299996",7,US,Eureka,EKA
KEKN,Elkins-Randolph Co-Jennings Randolph Field,"-79.85710144, 38.88940048",1987,US,Elkins,EKN
KEKO,Elko Regional Airport,"-115.79199981689453, 40.82490158081055",5140,US,Elko,EKO
KELD,South Arkansas Regional At Goodwin Field,"-92.81330108642578, 33.22100067138672",277,US,El Dorado,ELD
KELM,Elmira Corning Regional Airport,"-76.8916015625, 42.1599006652832",954,US,Elmira/Corning,ELM
KELO,Ely Municipal Airport,"-91.83070374, 47.82450104",1456,US,Ely,LYU
KELP,El Paso International Airport,"-106.3779984, 31.80719948",3959,US,El Paso,ELP
KELY,Ely Airport Yelland Field,"-114.8420029, 39.29970169",6259,US,Ely,ELY
KEND,Vance Air Force Base,"-97.9164962769, 36.339199066199996",1307,US,Enid,END
KENV,Wendover Airport,"-114.03099823, 40.7187004089",4237,US,Wendover,ENV
KENW,Kenosha Regional Airport,"-87.92780304, 42.59569931",742,US,Kenosha,ENW
KERI,Erie International Tom Ridge Field,"-80.1738667488, 42.0831270134",732,US,Erie,ERI
KESF,Esler Regional Airport,"-92.2957992554, 31.3948993683",112,US,Alexandria,ESF
KEUG,Mahlon Sweet Field,"-123.21199798583984, 44.12459945678711",374,US,Eugene,EUG
KEVV,Evansville Regional Airport,"-87.5324020386, 38.0369987488",418,US,Evansville,EVV
KEVW,Evanston-Uinta County Airport-Burns Field,"-111.0350037, 41.27479935",7143,US,Evanston,EVW
KEWB,New Bedford Regional Airport,"-70.95690155029297, 41.67610168457031",80,US,New Bedford,EWB
KEWN,Coastal Carolina Regional Airport,"-77.04290008539999, 35.0730018616",18,US,New Bern,EWN
KEWR,Newark Liberty International Airport,"-74.168701171875, 40.692501068115234",18,US,Newark,EWR
KEYW,Key West International Airport,"-81.75959777832031, 24.556100845336914",3,US,Key West,EYW
KFAF,Felker Army Air Field,"-76.60880279540001, 37.132499694799996",12,US,Fort Eustis,FAF
KFAR,Hector International Airport,"-96.81580352783203, 46.92070007324219",902,US,Fargo,FAR
KFAT,Fresno Yosemite International Airport,"-119.71800231933594, 36.77619934082031",336,US,Fresno,FAT
KFAY,Fayetteville Regional Grannis Field,"-78.88030242919922, 34.9911994934082",189,US,Fayetteville,FAY
KFBG,Simmons Army Air Field,"-78.93669891, 35.13180161",244,US,Fort Bragg,FBG
KFCS,Butts AAF (Fort Carson) Air Field,"-104.7570038, 38.67839813",5838,US,Fort Carson,FCS
KFDY,Findlay Airport,"-83.66870117190001, 41.013500213600004",813,US,Findlay,FDY
KFFO,Wright-Patterson Air Force Base,"-84.0483016968, 39.8260993958",823,US,Dayton,FFO
KFHU,Sierra Vista Municipal Libby Army Air Field,"-110.34400177001953, 31.588499069213867",4719,US,Fort Huachuca Sierra Vista,FHU
KFKL,Venango Regional Airport,"-79.8603973389, 41.3778991699",1540,US,Franklin,FKL
KFLG,Flagstaff Pulliam Airport,"-111.6709976, 35.13850021",7014,US,Flagstaff,FLG
KFLL,Fort Lauderdale Hollywood International Airport,"-80.15270233154297, 26.072599411010742",9,US,Fort Lauderdale,FLL
KFLO,Florence Regional Airport,"-79.7238998413086, 34.18539810180664",146,US,Florence,FLO
KFME,Tipton Airport,"-76.7593994141, 39.08539962769999",150,US,Fort Meade(Odenton),FME
KFMN,Four Corners Regional Airport,"-108.230003357, 36.741199493399996",5506,US,Farmington,FMN
KFMY,Page Field,"-81.86329650879999, 26.58659935",17,US,Fort Myers,FMY
KFNT,Bishop International Airport,"-83.74359893798828, 42.96540069580078",782,US,Flint,FNT
KFOD,Fort Dodge Regional Airport,"-94.19259644, 42.55149841",1156,US,Fort Dodge,FOD
KFOE,Topeka Regional Airport - Forbes Field,"-95.66359710690001, 38.950901031499995",1078,US,Topeka,FOE
KFPR,St Lucie County International Airport,"-80.36830139, 27.49510002",24,US,Fort Pierce,FPR
KFRG,Republic Airport,"-73.4133987427, 40.7288017273",82,US,Farmingdale,FRG
KFRI,Marshall Army Air Field,"-96.76450348, 39.05530167",1065,US,Fort Riley(Junction City),FRI
KFSD,Joe Foss Field Airport,"-96.741897583, 43.582000732400004",1429,US,Sioux Falls,FSD
KFSI,Henry Post Army Air Field (Fort Sill),"-98.40219879, 34.64979935",1189,US,Fort Sill,FSI
KFSM,Fort Smith Regional Airport,"-94.36740112304688, 35.33660125732422",469,US,Fort Smith,FSM
KFST,Fort Stockton Pecos County Airport,"-102.916000366, 30.9157009125",3011,US,Fort Stockton,FST
KFTK,Godman Army Air Field,"-85.9720993042, 37.907100677500004",756,US,Fort Knox,FTK
KFTW,Fort Worth Meacham International Airport,"-97.362396, 32.819801",710,US,Fort Worth,FTW
KFTY,Fulton County Airport Brown Field,"-84.5214004517, 33.7790985107",841,US,Atlanta,FTY
KFWA,Fort Wayne International Airport,"-85.19509888, 40.97850037",814,US,Fort Wayne,FWA
KFXE,Fort Lauderdale Executive Airport,"-80.1707000732, 26.1972999573",13,US,Fort Lauderdale,FXE
KFYV,Drake Field,"-94.17009735107422, 36.00510025024414",1251,US,Fayetteville,FYV
KG-0001,Jalal-Abad Airport,"72.977798, 40.944401",2591,KG,Jalal-Abad,
KGCC,Gillette Campbell County Airport,"-105.539001465, 44.348899841299996",4365,US,Gillette,GCC
KGCK,Garden City Regional Airport,"-100.723999023, 37.9275016785",2891,US,Garden City,GCK
KGCN,Grand Canyon National Park Airport,"-112.14700317382812, 35.95240020751953",6609,US,Grand Canyon,GCN
KGDV,Dawson Community Airport,"-104.8069992, 47.13869858",2458,US,Glendive,GDV
KGEG,Spokane International Airport,"-117.53399658203125, 47.61989974975586",2376,US,Spokane,GEG
KGFK,Grand Forks International Airport,"-97.176102, 47.949299",845,US,Grand Forks,GFK
KGFL,Floyd Bennett Memorial Airport,"-73.6102981567, 43.3412017822",328,US,Glens Falls,GFL
KGGG,East Texas Regional Airport,"-94.71150207519531, 32.38399887084961",365,US,Longview,GGG
KGGW,Wokal Field Glasgow International Airport,"-106.614998, 48.212502",2296,US,Glasgow,GGW
KGJT,Grand Junction Regional Airport,"-108.527000427, 39.1223983765",4858,US,Grand Junction,GJT
KGLD,Renner Field-Goodland Municipal Airport,"-101.6989975, 39.37060165",3656,US,Goodland,GLD
KGLH,Mid Delta Regional Airport,"-90.98560333251953, 33.4828987121582",131,US,Greenville,GLH
KGLS,Scholes International At Galveston Airport,"-94.86039733886719, 29.265300750732422",6,US,Galveston,GLS
KGMU,Greenville Downtown Airport,"-82.34999847410002, 34.847900390599996",1048,US,Greenville,GMU
KGNV,Gainesville Regional Airport,"-82.2717971802, 29.6900997162",152,US,Gainesville,GNV
KGON,Groton New London Airport,"-72.04509735107422, 41.330101013183594",9,US,Groton (New London),GON
KGPI,Glacier Park International Airport,"-114.25599670410156, 48.31050109863281",2977,US,Kalispell,FCA
KGPT,Gulfport Biloxi International Airport,"-89.07009887695312, 30.40730094909668",28,US,Gulfport,GPT
KGRB,Austin Straubel International Airport,"-88.12960052490234, 44.48509979248047",695,US,Green Bay,GRB
KGRF,Gray Army Air Field,"-122.5810013, 47.07920074",300,US,Fort Lewis/Tacoma,GRF
KGRI,Central Nebraska Regional Airport,"-98.30960083007812, 40.967498779296875",1847,US,Grand Island,GRI
KGRK,Robert Gray  Army Air Field Airport,"-97.82890319820001, 31.067199707",1015,US,Fort Hood/Killeen,GRK
KGRR,Gerald R. Ford International Airport,"-85.52279663, 42.88079834",794,US,Grand Rapids,GRR
KGSB,Seymour Johnson Air Force Base,"-77.96060181, 35.33940125",109,US,Goldsboro,GSB
KGSO,Piedmont Triad International Airport,"-79.93730163574219, 36.097801208496094",925,US,Greensboro,GSO
KGSP,Greenville Spartanburg International Airport,"-82.2189025879, 34.8956985474",964,US,Greenville,GSP
KGTB,Wheeler Sack Army Air Field,"-75.71949768, 44.05559921",688,US,Fort Drum,
KGTF,Great Falls International Airport,"-111.3710022, 47.48199844",3680,US,Great Falls,GTF
KGTR,Golden Triangle Regional Airport,"-88.5914001465, 33.450298309299995",264,US,Columbus/W Point/Starkville,GTR
KGUP,Gallup Municipal Airport,"-108.789001465, 35.511100769",6472,US,Gallup,GUP
KGUS,Grissom Air Reserve Base,"-86.1520996094, 40.648101806599996",812,US,Peru,GUS
KGUY,Guymon Municipal Airport,"-101.508003235, 36.6851005554",3123,US,Guymon,GUY
KGWO,Greenwood–Leflore Airport,"-90.0847015381, 33.4943008423",162,US,Greenwood,GWO
KGYY,Gary Chicago International Airport,"-87.41280364990234, 41.61629867553711",591,US,Gary,GYY
KHBG,Hattiesburg Bobby L Chain Municipal Airport,"-89.25279999, 31.26479912",151,US,Hattiesburg,HBG
KHBR,Hobart Regional Airport,"-99.051313, 34.991317",1563,US,Hobart,HBR
KHFD,Hartford Brainard Airport,"-72.649398803711, 41.736698150635",18,US,Hartford,HFD
KHGR,Hagerstown Regional Richard A Henson Field,"-77.72949982, 39.707901",703,US,Hagerstown,HGR
KHHR,Jack Northrop Field Hawthorne Municipal Airport,"-118.334999, 33.922798",66,US,Hawthorne,HHR
KHIB,Range Regional Airport,"-92.83899689, 47.38660049",1354,US,Hibbing,HIB
KHIF,Hill Air Force Base,"-111.973086, 41.12403",4789,US,Ogden,HIF
KHIO,Portland Hillsboro Airport,"-122.949997, 45.540401",208,US,Portland,HIO
KHKY,Hickory Regional Airport,"-81.38950348, 35.74110031",1190,US,Hickory,HKY
KHLG,Wheeling Ohio County Airport,"-80.6463012695, 40.1749992371",1195,US,Wheeling,HLG
KHLN,Helena Regional Airport,"-111.98300170898438, 46.6068000793457",3877,US,Helena,HLN
KHLR,Hood Army Air Field,"-97.71450042720001, 31.138700485199998",924,US,Fort Hood(Killeen),HLR
KHMN,Holloman Air Force Base,"-106.107002258, 32.8525009155",4093,US,Alamogordo,HMN
KHOB,Lea County Regional Airport,"-103.2170029, 32.6875",3661,US,Hobbs,HOB
KHON,Huron Regional Airport,"-98.22850036621094, 44.38520050048828",1289,US,Huron,HON
KHOP,Campbell AAF (Fort Campbell) Air Field,"-87.49620056150002, 36.668598175",573,US,Fort Campbell/Hopkinsville,HOP
KHOT,Memorial Field,"-93.09619903564453, 34.47800064086914",540,US,Hot Springs,HOT
KHOU,William P Hobby Airport,"-95.27890015, 29.64539909",46,US,Houston,HOU
KHPN,Westchester County Airport,"-73.70760345458984, 41.06700134277344",439,US,White Plains,HPN
KHQM,Bowerman Airport,"-123.93699646, 46.971199035599994",18,US,Hoquiam,HQM
KHRL,Valley International Airport,"-97.65440368652344, 26.228500366210938",36,US,Harlingen,HRL
KHRO,Boone County Airport,"-93.15470123291016, 36.26150131225586",1365,US,Harrison,HRO
KHRT,Hurlburt Field,"-86.68930053710938, 30.427799224853516",38,US,Mary Esther,
KHST,Homestead ARB Airport,"-80.38359833, 25.48859978",5,US,Homestead,HST
KHSV,Huntsville International Carl T Jones Field,"-86.775100708008, 34.637199401855",629,US,Huntsville,HSV
KHTS,Tri-State/Milton J. Ferguson Field,"-82.55799866, 38.36669922",828,US,Huntington,HTS
KHUA,Redstone Army Air Field,"-86.68479919, 34.67869949",684,US,Redstone Arsnl Huntsville,HUA
KHUF,Terre Haute International Hulman Field,"-87.30760192871094, 39.451499938964844",589,US,Terre Haute,HUF
KHUL,Houlton International Airport,"-67.792098999, 46.1231002808",489,US,Houlton,HUL
KHUT,Hutchinson Municipal Airport,"-97.86060333250002, 38.0654983521",1543,US,Hutchinson,HUT
KHVN,Tweed New Haven Airport,"-72.88680267, 41.26369858",12,US,New Haven,HVN
KHVR,Havre City County Airport,"-109.762001, 48.54299927",2591,US,Havre,HVR
KHYA,Barnstable Municipal Boardman Polando Field,"-70.28040314, 41.66930008",54,US,Hyannis,HYA
KHYI,San Marcos Regional Airport,"-97.862999, 29.8927",597,US,San Marcos,
KHYR,Sawyer County Airport,"-91.44429779050002, 46.025199890100005",1216,US,Hayward,HYR
KHYS,Hays Regional Airport,"-99.27320099, 38.84220123",1999,US,Hays,HYS
KIAB,Mc Connell Air Force Base,"-97.26820374, 37.62189865",1371,US,Wichita,IAB
KIAD,Washington Dulles International Airport,"-77.45580292, 38.94449997",312,US,Washington,IAD
KIAG,Niagara Falls International Airport,"-78.94619750976562, 43.1072998046875",589,US,Niagara Falls,IAG
KIAH,George Bush Intercontinental Houston Airport,"-95.34140014648438, 29.984399795532227",97,US,Houston,IAH
KICT,Wichita Mid Continent Airport,"-97.43309783935547, 37.649898529052734",1333,US,Wichita,ICT
KIDA,Idaho Falls Regional Airport,"-112.070999, 43.514599",4744,US,Idaho Falls,IDA
KIKK,Greater Kankakee Airport,"-87.8462982178, 41.07139968869999",630,US,Kankakee,IKK
KILG,New Castle Airport,"-75.60649872, 39.67869949",80,US,Wilmington,ILG
KILM,Wilmington International Airport,"-77.90260314941406, 34.270599365234375",32,US,Wilmington,ILM
KILN,Wilmington Airpark,"-83.792098999, 39.427898407",1077,US,Wilmington,ILN
KIND,Indianapolis International Airport,"-86.294403, 39.7173",797,US,Indianapolis,IND
KINK,Winkler County Airport,"-103.200996399, 31.779600143399996",2822,US,Wink,INK
KINL,Falls International Airport,"-93.4030990600586, 48.566200256347656",1185,US,International Falls,INL
KINT,Smith Reynolds Airport,"-80.22200012207031, 36.13370132446289",969,US,Winston Salem,INT
KINW,Winslow Lindbergh Regional Airport,"-110.722999573, 35.021900177",4941,US,Winslow,INW
KIPL,Imperial County Airport,"-115.57900238, 32.834201812699995",-54,US,Imperial,IPL
KIPT,Williamsport Regional Airport,"-76.92109680175781, 41.241798400878906",529,US,Williamsport,IPT
KIRK,Kirksville Regional Airport,"-92.5448989868164, 40.09349822998047",966,US,Kirksville,IRK
KISM,Kissimmee Gateway Airport,"-81.4371032715, 28.2898006439",82,US,Orlando,ISM
KISN,Sloulin Field International Airport,"-103.641998291, 48.177898407",1982,US,Williston,ISN
KISO,Kinston Regional Jetport At Stallings Field,"-77.60880279540001, 35.331401825",93,US,Kinston,ISO
KISP,Long Island Mac Arthur Airport,"-73.10019684, 40.79520035",99,US,Islip,ISP
KITH,Ithaca Tompkins Regional Airport,"-76.4583969116211, 42.49100112915039",1099,US,Ithaca,ITH
KIWA,Phoenix-Mesa-Gateway Airport,"-111.6549988, 33.30780029",1382,US,Phoenix,AZA
KJAC,Jackson Hole Airport,"-110.73799896240234, 43.6072998046875",6451,US,Jackson,JAC
KJAN,Jackson-Medgar Wiley Evers International Airport,"-90.0758972168, 32.3111991882",346,US,Jackson,JAN
KJAX,Jacksonville International Airport,"-81.68789672851562, 30.49410057067871",30,US,Jacksonville,JAX
KJBR,Jonesboro Municipal Airport,"-90.64640045166016, 35.83169937133789",262,US,Jonesboro,JBR
KJCT,Kimble County Airport,"-99.7634963989, 30.5112991333",1749,US,Junction,JCT
KJFK,John F Kennedy International Airport,"-73.77890015, 40.63980103",13,US,New York,JFK
KJHW,Chautauqua County-Jamestown Airport,"-79.25800323, 42.15340042",1723,US,Jamestown,JHW
KJKL,Julian Carroll Airport,"-83.31729888916016, 37.59389877319336",1381,US,Jackson,
KJLN,Joplin Regional Airport,"-94.49829864501953, 37.151798248291016",981,US,Joplin,JLN
KJMS,Jamestown Regional Airport,"-98.67819977, 46.92969894",1500,US,Jamestown,JMS
KJST,John Murtha Johnstown Cambria County Airport,"-78.83390045166016, 40.31610107421875",2284,US,Johnstown,JST
KJXN,Jackson County Reynolds Field,"-84.45939636230001, 42.259799957300004",1001,US,Jackson,JXN
KKLS,Southwest Washington Regional Airport,"-122.898002625, 46.11800003049999",20,US,Kelso,KLS
KLAF,Purdue University Airport,"-86.93689727783203, 40.41230010986328",606,US,Lafayette,LAF
KLAL,Lakeland Linder Regional Airport,"-82.0186004639, 27.988899231",142,US,Lakeland,LAL
KLAN,Capital City Airport,"-84.58740234375, 42.77870178222656",861,US,Lansing,LAN
KLAR,Laramie Regional Airport,"-105.67500305175781, 41.31209945678711",7284,US,Laramie,LAR
KLAS,McCarran International Airport,"-115.1520004, 36.08010101",2181,US,Las Vegas,LAS
KLAW,Lawton Fort Sill Regional Airport,"-98.4166030884, 34.5676994324",1110,US,Lawton,LAW
KLAX,Los Angeles International Airport,"-118.4079971, 33.94250107",125,US,Los Angeles,LAX
KLBB,Lubbock Preston Smith International Airport,"-101.822998, 33.663601",3282,US,Lubbock,LBB
KLBE,Arnold Palmer Regional Airport,"-79.40480042, 40.27590179",1199,US,Latrobe,LBE
KLBF,North Platte Regional Airport Lee Bird Field,"-100.6839981, 41.12620163",2777,US,North Platte,LBF
KLBL,Liberal Mid-America Regional Airport,"-100.9599991, 37.0442009",2885,US,Liberal,LBL
KLBT,Lumberton Regional Airport,"-79.05940246579999, 34.6099014282",126,US,Lumberton,LBT
KLBX,Texas Gulf Coast Regional Airport,"-95.462097168, 29.1086006165",25,US,Angleton/Lake Jackson,LJN
KLCH,Lake Charles Regional Airport,"-93.22329711914062, 30.126100540161133",15,US,Lake Charles,LCH
KLCK,Rickenbacker International Airport,"-82.927803, 39.813801",744,US,Columbus,LCK
KLEB,Lebanon Municipal Airport,"-72.30419921880001, 43.626098632799994",603,US,Lebanon,LEB
KLEE,Leesburg International Airport,"-81.80870056, 28.82309914",76,US,Leesburg,LEE
KLEX,Blue Grass Airport,"-84.60590362548828, 38.0364990234375",979,US,Lexington,LEX
KLFI,Langley Air Force Base,"-76.360496521, 37.082901001",11,US,Hampton,LFI
KLFK,Angelina County Airport,"-94.75, 31.2339992523",296,US,Lufkin,LFK
KLFT,Lafayette Regional Airport,"-91.98760223, 30.20529938",42,US,Lafayette,LFT
KLGA,La Guardia Airport,"-73.87259674, 40.77719879",21,US,New York,LGA
KLGB,Long Beach /Daugherty Field/ Airport,"-118.1520004, 33.81769943",60,US,Long Beach,LGB
KLGU,Logan-Cache Airport,"-111.851997375, 41.7911987305",4457,US,Logan,LGU
KLIT,Bill & Hillary Clinton National Airport/Adams Field,"-92.2242965698, 34.729400634799994",262,US,Little Rock,LIT
KLLQ,Monticello Municipal Ellis Field,"-91.75099945, 33.6385994",270,US,Monticello,
KLMT,Crater Lake-Klamath Regional Airport,"-121.733002, 42.156101",4095,US,Klamath Falls,LMT
